cell_id,x,y,cell_type_annotation,niche_annotation
2734,23019,86383,CD4 T cell,T cell Zone
2735,23774,86379,unknown,T cell Zone
2736,23860,86365,CD4 T cell,T cell Zone
2737,24204,86369,unknown,T cell Zone
2738,24467,86377,unknown,T cell Zone
2739,24536,86386,follicular dendritic cell,T cell Zone
2740,24030,86381,unknown,T cell Zone
2741,22818,86376,T-zone reticular cell,T cell Zone
2742,23394,86382,macrophage,T cell Zone
2743,22774,86348,Naive B cell,T cell Zone
2744,24341,86343,follicular dendritic cell,T cell Zone
2745,24049,86344,T-zone reticular cell,T cell Zone
2746,23615,86345,CD4 T cell,T cell Zone
2747,23951,86352,unknown,T cell Zone
2748,23545,86332,T-zone reticular cell,T cell Zone
2749,23713,86356,interferon-stimulated cell,T cell Zone
2750,23071,86343,T-zone reticular cell,T cell Zone
2751,23225,86339,endothelial cell,T cell Zone
2752,23317,86339,endothelial cell,T cell Zone
2753,22622,86329,plasma cell,T cell Zone
2754,22709,86339,T-zone reticular cell,T cell Zone
2755,22982,86344,pericyte,T cell Zone
2756,23903,86321,Naive B cell,T cell Zone
2757,24533,86332,T-zone reticular cell,T cell Zone
2758,23755,86314,dendritic cell,T cell Zone
2759,22828,86323,Naive B cell,T cell Zone
2760,23391,86320,T-zone reticular cell,T cell Zone
2761,22397,86314,Memory B cell,T cell Zone
2762,24213,86323,unknown,T cell Zone
2763,23013,86313,unknown,T cell Zone
2764,24435,86289,CD4 T cell,T cell Zone
2765,24612,86301,T-zone reticular cell,T cell Zone
2766,23428,86302,unknown,T cell Zone
2767,23832,86307,dendritic cell,T cell Zone
2768,23281,86305,endothelial cell,T cell Zone
2769,24020,86278,T-zone reticular cell,T cell Zone
2770,24151,86288,T-zone reticular cell,T cell Zone
2771,23037,86287,T-zone reticular cell,T cell Zone
2772,22540,86281,endothelial cell,T cell Zone
2773,22785,86291,macrophage,T cell Zone
2774,22937,86296,unknown,T cell Zone
2775,23158,86291,endothelial cell,T cell Zone
2776,23346,86297,T-zone reticular cell,T cell Zone
2777,24527,86266,macrophage,T cell Zone
2778,23479,86294,CD8 T cell,T cell Zone
2779,23203,86263,endothelial cell,T cell Zone
2780,23955,86286,macrophage,T cell Zone
2781,24296,86287,CD4 T cell,T cell Zone
2782,24381,86265,Memory B cell,T cell Zone
2783,22870,86261,unknown,T cell Zone
2784,24214,86240,macrophage,T cell Zone
2785,22692,86248,macrophage,T cell Zone
2786,23097,86254,endothelial cell,T cell Zone
2787,23537,86229,NK cell,T cell Zone
2788,23871,86240,CD4 T cell,T cell Zone
2789,24066,86251,unknown,T cell Zone
2790,22472,86230,unknown,T cell Zone
2791,23794,86219,unknown,T cell Zone
2792,24492,86245,Memory B cell,T cell Zone
2793,22800,86221,T-zone reticular cell,T cell Zone
2794,23458,86239,T-zone reticular cell,T cell Zone
2795,23277,86222,macrophage,T cell Zone
2796,23359,86225,macrophage,T cell Zone
2797,24580,86230,Memory B cell,T cell Zone
2798,22575,86215,T-zone reticular cell,T cell Zone
2799,22941,86232,endothelial cell,T cell Zone
2800,23968,86246,unknown,T cell Zone
2801,23004,86222,endothelial cell,T cell Zone
2802,24303,86242,unknown,T cell Zone
2803,24705,86228,follicular dendritic cell,T cell Zone
2804,23957,86213,CD4 T cell,T cell Zone
2805,23154,86193,CD4 T cell,T cell Zone
2806,24347,86224,unknown,T cell Zone
2807,22365,86224,endothelial cell,T cell Zone
2808,24102,86200,unknown,T cell Zone
2809,22722,86196,follicular dendritic cell,T cell Zone
2810,22898,86180,unknown,T cell Zone
2811,24793,86199,Naive B cell,T cell Zone
2812,23904,86207,CD4 T cell,T cell Zone
2813,24302,86190,macrophage,T cell Zone
2814,24635,86190,unknown,T cell Zone
2815,23214,86190,unknown,T cell Zone
2816,23085,86166,endothelial cell,T cell Zone
2817,23579,86197,CD4 T cell,T cell Zone
2818,23662,86202,T-zone reticular cell,T cell Zone
2819,23986,86183,CD4 T cell,T cell Zone
2820,24438,86173,NK cell,T cell Zone
2821,24180,86174,Memory B cell,T cell Zone
2822,23036,86173,endothelial cell,T cell Zone
2823,23720,86173,CD4 T cell,T cell Zone
2824,23437,86176,CD4 T cell,T cell Zone
2825,23764,86161,CD8 T cell,T cell Zone
2826,22651,86170,unknown,T cell Zone
2827,24521,86170,CD4 T cell,T cell Zone
2828,23315,86166,macrophage,T cell Zone
2829,22865,86140,follicular dendritic cell,T cell Zone
2830,24715,86161,unknown,T cell Zone
2831,22968,86150,endothelial cell,T cell Zone
2832,24560,86143,CD4 T cell,T cell Zone
2833,24808,86161,unknown,T cell Zone
2834,23647,86155,dendritic cell,T cell Zone
2835,23907,86142,CD4 T cell,T cell Zone
2836,23384,86141,unknown,T cell Zone
2837,23496,86140,CD4 T cell,T cell Zone
2838,23279,86113,T-zone reticular cell,T cell Zone
2839,24274,86118,NK cell,T cell Zone
2840,23026,86123,Memory B cell,T cell Zone
2841,23813,86121,macrophage,T cell Zone
2842,23984,86117,CD4 T cell,T cell Zone
2843,23331,86118,unknown,T cell Zone
2844,24068,86134,unknown,T cell Zone
2845,24152,86128,unknown,T cell Zone
2846,24360,86100,follicular dendritic cell,T cell Zone
2847,22521,86130,plasma cell,T cell Zone
2848,23546,86109,macrophage,T cell Zone
2849,23867,86132,CD4 T cell,T cell Zone
2850,24671,86115,follicular dendritic cell,T cell Zone
2851,23439,86119,CD4 T cell,T cell Zone
2852,24788,86116,CD4 T cell,T cell Zone
2853,25009,86138,unknown,T cell Zone
2854,23176,86117,T-zone reticular cell,T cell Zone
2855,22606,86128,dendritic cell,T cell Zone
2856,22693,86124,plasma cell,T cell Zone
2857,22471,86108,plasma cell,T cell Zone
2858,22802,86109,unknown,T cell Zone
2859,24453,86110,Memory B cell,T cell Zone
2860,24535,86071,macrophage,T cell Zone
2861,24208,86094,macrophage,T cell Zone
2862,22385,86035,plasma cell,T cell Zone
2863,22960,86084,T-zone reticular cell,T cell Zone
2864,23756,86089,follicular dendritic cell,T cell Zone
2865,22882,86068,macrophage,T cell Zone
2866,23666,86061,macrophage,T cell Zone
2867,24645,86080,follicular dendritic cell,T cell Zone
2868,23619,86091,dendritic cell,T cell Zone
2869,24136,86088,Memory B cell,T cell Zone
2870,24732,86069,CD4 T cell,T cell Zone
2871,24999,86071,Memory B cell,T cell Zone
2872,23043,86068,macrophage,T cell Zone
2873,23114,86091,unknown,T cell Zone
2874,22612,86074,plasma cell,T cell Zone
2875,23945,86077,unknown,T cell Zone
2876,24050,86044,CD4 T cell,T cell Zone
2877,24814,86066,Memory B cell,T cell Zone
2878,23724,86075,Naive B cell,T cell Zone
2879,23380,86060,macrophage,T cell Zone
2880,22424,86072,unknown,T cell Zone
2881,22547,86069,plasma cell,T cell Zone
2882,23485,86053,unknown,T cell Zone
2883,24436,86063,follicular dendritic cell,T cell Zone
2884,23847,86067,CD4 T cell,T cell Zone
2885,22684,86063,macrophage,T cell Zone
2886,24353,86070,CD4 T cell,T cell Zone
2887,24605,86067,macrophage,T cell Zone
2888,23208,86066,T-zone reticular cell,T cell Zone
2889,24306,86058,CD4 T cell,T cell Zone
2890,22792,86052,unknown,T cell Zone
2891,22991,86043,macrophage,T cell Zone
2892,22734,86039,unknown,T cell Zone
2893,23579,86050,T-zone reticular cell,T cell Zone
2894,24941,86039,follicular dendritic cell,T cell Zone
2895,24206,86030,CD4 T cell,T cell Zone
2896,22446,86015,plasma cell,T cell Zone
2897,23830,86024,unknown,T cell Zone
2898,24469,86025,follicular dendritic cell,T cell Zone
2899,23115,86020,unknown,T cell Zone
2900,25093,86024,Memory B cell,T cell Zone
2901,23736,86025,Naive B cell,T cell Zone
2902,23939,86015,CD8 T cell,T cell Zone
2903,24108,86018,GC B LZ,T cell Zone
2904,24612,86025,Naive B cell,T cell Zone
2905,23319,85992,CD4 T cell,T cell Zone
2906,24759,86014,Memory B cell,T cell Zone
2907,25023,86000,follicular dendritic cell,T cell Zone
2908,22608,86024,CD8 T cell,T cell Zone
2909,24848,86019,unknown,T cell Zone
2910,22510,85995,plasma cell,T cell Zone
2911,24686,86017,follicular dendritic cell,T cell Zone
2912,23198,85993,T-zone reticular cell,T cell Zone
2913,23882,85993,macrophage,T cell Zone
2914,22681,85995,CD8 T cell,T cell Zone
2915,22926,85994,endothelial cell,T cell Zone
2916,23395,85999,macrophage,T cell Zone
2917,24362,86011,CD4 T cell,T cell Zone
2918,23689,85994,macrophage,T cell Zone
2919,22581,85981,CD8 T cell,T cell Zone
2920,23236,85986,T-zone reticular cell,T cell Zone
2921,23020,85973,unknown,T cell Zone
2922,23589,85990,T-zone reticular cell,T cell Zone
2923,23278,85996,CD4 T cell,T cell Zone
2924,24650,85997,CD4 T cell,T cell Zone
2925,23758,85970,T-zone reticular cell,T cell Zone
2926,24292,85988,CD4 T cell,T cell Zone
2927,24949,85957,T-zone reticular cell,T cell Zone
2928,22811,85982,pericyte,T cell Zone
2929,24127,85967,T-zone reticular cell,T cell Zone
2930,23818,85984,unknown,T cell Zone
2931,23130,85964,follicular dendritic cell,T cell Zone
2932,24796,85966,CD4 T cell,T cell Zone
2933,24545,85975,CD8 T cell,T cell Zone
2934,23536,85974,follicular dendritic cell,T cell Zone
2935,24206,85956,follicular dendritic cell,T cell Zone
2936,24434,85965,Memory B cell,T cell Zone
2937,25107,85962,follicular dendritic cell,T cell Zone
2938,24865,85947,CD4 T cell,T cell Zone
2939,22431,85958,unknown,T cell Zone
2940,24758,85952,unknown,T cell Zone
2941,22635,85935,T-zone reticular cell,T cell Zone
2942,24598,85967,unknown,T cell Zone
2943,25199,85947,follicular dendritic cell,T cell Zone
2944,23356,85933,CD4 T cell,T cell Zone
2945,24340,85939,follicular dendritic cell,T cell Zone
2946,24485,85928,macrophage,T cell Zone
2947,23922,85952,GC B LZ,T cell Zone
2948,22346,85967,CD4 T cell,T cell Zone
2949,25039,85929,CD4 T cell,T cell Zone
2950,24637,85927,T-zone reticular cell,T cell Zone
2951,24939,85929,CD4 T cell,T cell Zone
2952,23856,85921,CD4 T cell,T cell Zone
2953,23676,85943,CD4 T cell,T cell Zone
2954,23414,85928,macrophage,T cell Zone
2955,24733,85930,Memory B cell,T cell Zone
2956,23966,85940,unknown,T cell Zone
2957,24541,85913,Memory B cell,T cell Zone
2958,22793,85897,pericyte,T cell Zone
2959,23099,85930,unknown,T cell Zone
2960,23580,85910,T-zone reticular cell,T cell Zone
2961,24228,85920,CD4 T cell,T cell Zone
2962,22854,85928,unknown,T cell Zone
2963,23237,85890,CD4 T cell,T cell Zone
2964,23512,85916,T-zone reticular cell,T cell Zone
2965,22920,85896,follicular dendritic cell,T cell Zone
2966,23989,85903,CD4 T cell,T cell Zone
2967,24056,85914,CD4 T cell,T cell Zone
2968,23803,85891,CD4 T cell,T cell Zone
2969,24435,85897,macrophage,T cell Zone
2970,22512,85896,plasma cell,T cell Zone
2971,22965,85890,macrophage,T cell Zone
2972,23063,85913,unknown,T cell Zone
2973,24354,85884,CD4 T cell,T cell Zone
2974,25107,85882,CD4 T cell,T cell Zone
2975,25275,85893,Memory B cell,T cell Zone
2976,22457,85894,unknown,T cell Zone
2977,22639,85901,unknown,T cell Zone
2978,23925,85904,Memory B cell,T cell Zone
2979,23017,85889,macrophage,T cell Zone
2980,23298,85902,dendritic cell,T cell Zone
2981,24585,85885,GC B DZ,T cell Zone
2982,24660,85870,T-zone reticular cell,T cell Zone
2983,22609,85883,plasma cell,T cell Zone
2984,22862,85883,T-zone reticular cell,T cell Zone
2985,23187,85896,unknown,T cell Zone
2986,23655,85892,Memory B cell,T cell Zone
2987,23730,85900,CD4 T cell,T cell Zone
2988,24159,85851,follicular dendritic cell,T cell Zone
2989,24968,85846,CD4 T cell,T cell Zone
2990,24127,85886,unknown,T cell Zone
2991,22347,85888,unknown,T cell Zone
2992,23134,85890,macrophage,T cell Zone
2993,24880,85877,unknown,T cell Zone
2994,24813,85860,NK cell,T cell Zone
2995,24070,85871,Memory B cell,T cell Zone
2996,23093,85860,unknown,T cell Zone
2997,24283,85883,macrophage,T cell Zone
2998,25004,85861,CD4 T cell,T cell Zone
2999,24731,85860,follicular dendritic cell,T cell Zone
3000,24897,85867,unknown,T cell Zone
3001,25057,85859,Memory B cell,T cell Zone
3002,22761,85844,unknown,T cell Zone
3003,24242,85859,CD4 T cell,T cell Zone
3004,24507,85856,macrophage,T cell Zone
3005,23495,85858,T-zone reticular cell,T cell Zone
3006,23927,85854,follicular dendritic cell,T cell Zone
3007,24314,85849,Naive B cell,T cell Zone
3008,23549,85848,CD4 T cell,T cell Zone
3009,24555,85845,Memory B cell,T cell Zone
3010,24220,85839,unknown,T cell Zone
3011,22536,85838,macrophage,T cell Zone
3012,23631,85832,macrophage,T cell Zone
3013,23741,85840,CD4 T cell,T cell Zone
3014,23027,85845,CD8 T cell,T cell Zone
3015,24386,85838,Naive B cell,T cell Zone
3016,24433,85825,macrophage,T cell Zone
3017,22619,85805,macrophage,T cell Zone
3018,22981,85802,macrophage,T cell Zone
3019,25374,85841,Naive B cell,T cell Zone
3020,23177,85815,T-zone reticular cell,T cell Zone
3021,23286,85829,CD4 T cell,T cell Zone
3022,24908,85810,Memory B cell,T cell Zone
3023,23862,85814,follicular dendritic cell,T cell Zone
3024,22371,85852,unknown,T cell Zone
3025,22706,85828,unknown,T cell Zone
3026,25327,85798,Naive B cell,T cell Zone
3027,24046,85821,Memory B cell,T cell Zone
3028,24745,85820,macrophage,T cell Zone
3029,25153,85796,Naive B cell,T cell Zone
3030,23434,85815,macrophage,T cell Zone
3031,25250,85810,Memory B cell,T cell Zone
3032,23336,85810,macrophage,T cell Zone
3033,23698,85827,follicular dendritic cell,T cell Zone
3034,22881,85823,T-zone reticular cell,T cell Zone
3035,23991,85812,CD4 T cell,T cell Zone
3036,23675,85778,follicular dendritic cell,T cell Zone
3037,23772,85798,NK cell,T cell Zone
3038,23806,85815,unknown,T cell Zone
3039,24058,85796,CD4 T cell,T cell Zone
3040,23931,85803,CD4 T cell,T cell Zone
3041,24249,85799,CD4 T cell,T cell Zone
3042,24449,85781,NK cell,T cell Zone
3043,23077,85792,macrophage,T cell Zone
3044,24618,85792,CD4 T cell,T cell Zone
3045,25388,85778,Naive B cell,T cell Zone
3046,24541,85785,CD4 T cell,T cell Zone
3047,23257,85798,unknown,T cell Zone
3048,25225,85780,Memory B cell,T cell Zone
3049,24324,85797,follicular dendritic cell,T cell Zone
3050,25043,85779,unknown,T cell Zone
3051,25454,85798,Memory B cell,T cell Zone
3052,24688,85780,Memory B cell,T cell Zone
3053,23010,85789,Memory B cell,T cell Zone
3054,25107,85772,Memory B cell,T cell Zone
3055,22507,85772,dendritic cell,T cell Zone
3056,24143,85756,T-zone reticular cell,T cell Zone
3057,24823,85770,CD8 T cell,T cell Zone
3058,22884,85774,unknown,T cell Zone
3059,22712,85764,plasma cell,T cell Zone
3060,24752,85782,Naive B cell,T cell Zone
3061,23376,85760,CD4 T cell,T cell Zone
3062,24233,85761,CD4 T cell,T cell Zone
3063,23027,85754,unknown,T cell Zone
3064,23967,85773,Memory B cell,T cell Zone
3065,22758,85744,unknown,T cell Zone
3066,23564,85772,macrophage,T cell Zone
3067,24367,85764,macrophage,T cell Zone
3068,24848,85741,GC B LZ,T cell Zone
3069,25280,85756,Naive B cell,T cell Zone
3070,23459,85757,CD4 T cell,T cell Zone
3071,22843,85764,CD4 T cell,T cell Zone
3072,23127,85745,dendritic cell,T cell Zone
3073,24301,85742,T-zone reticular cell,T cell Zone
3074,22791,85767,unknown,T cell Zone
3075,24629,85762,Memory B cell,T cell Zone
3076,25489,85733,macrophage,B cell Zone
3077,23737,85741,Naive B cell,T cell Zone
3078,22945,85744,follicular dendritic cell,T cell Zone
3079,23212,85749,CD4 T cell,T cell Zone
3080,23891,85759,unknown,T cell Zone
3081,24739,85742,Memory B cell,T cell Zone
3082,23794,85747,unknown,T cell Zone
3083,23953,85730,macrophage,T cell Zone
3084,24047,85725,follicular dendritic cell,T cell Zone
3085,23294,85741,macrophage,T cell Zone
3086,24516,85734,macrophage,T cell Zone
3087,24928,85713,Memory B cell,T cell Zone
3088,25409,85725,Naive B cell,T cell Zone
3089,23831,85712,Memory B cell,T cell Zone
3090,23068,85692,unknown,T cell Zone
3091,24669,85706,CD4 T cell,T cell Zone
3092,22530,85715,T-zone reticular cell,T cell Zone
3093,22353,85702,macrophage,T cell Zone
3094,23177,85714,CD4 T cell,T cell Zone
3095,23579,85712,macrophage,T cell Zone
3096,23872,85705,macrophage,T cell Zone
3097,24618,85706,CD4 T cell,T cell Zone
3098,25593,85719,Naive B cell,B cell Zone
3099,23501,85720,macrophage,T cell Zone
3100,24445,85692,Memory B cell,T cell Zone
3101,23393,85699,unknown,T cell Zone
3102,23452,85707,follicular dendritic cell,T cell Zone
3103,24560,85722,CD4 T cell,T cell Zone
3104,24981,85714,unknown,T cell Zone
3105,25324,85718,unknown,T cell Zone
3106,24280,85677,macrophage,T cell Zone
3107,22683,85678,unknown,T cell Zone
3108,22875,85698,unknown,T cell Zone
3109,23323,85702,CD4 T cell,T cell Zone
3110,24198,85686,macrophage,T cell Zone
3111,24357,85685,pericyte,T cell Zone
3112,24765,85686,T-zone reticular cell,T cell Zone
3113,25061,85698,CD4 T cell,T cell Zone
3114,23675,85693,follicular dendritic cell,T cell Zone
3115,23761,85682,Memory B cell,T cell Zone
3116,25287,85705,Memory B cell,T cell Zone
3117,22795,85691,T-zone reticular cell,T cell Zone
3118,23246,85686,CD4 T cell,T cell Zone
3119,23553,85675,macrophage,T cell Zone
3120,25232,85708,unknown,T cell Zone
3121,25146,85694,Memory B cell,T cell Zone
3122,22557,85676,plasma cell,T cell Zone
3123,22620,85681,T-zone reticular cell,T cell Zone
3124,23005,85674,dendritic cell,T cell Zone
3125,23796,85685,Memory B cell,T cell Zone
3126,23022,85694,unknown,T cell Zone
3127,24138,85665,Memory B cell,T cell Zone
3128,24505,85684,Naive B cell,T cell Zone
3129,25010,85682,unknown,T cell Zone
3130,22934,85675,unknown,T cell Zone
3131,23102,85641,T-zone reticular cell,T cell Zone
3132,24721,85691,Memory B cell,T cell Zone
3133,25374,85663,Naive B cell,B cell Zone
3134,22445,85692,unknown,T cell Zone
3135,24553,85661,CD8 T cell,T cell Zone
3136,24855,85667,Memory B cell,T cell Zone
3137,25106,85667,unknown,T cell Zone
3138,25247,85658,Memory B cell,T cell Zone
3139,22846,85668,unknown,T cell Zone
3140,24084,85648,macrophage,T cell Zone
3141,23981,85660,follicular dendritic cell,T cell Zone
3142,25170,85665,Naive B cell,T cell Zone
3143,22378,85670,unknown,T cell Zone
3144,25302,85656,Memory B cell,B cell Zone
3145,25468,85654,macrophage,B cell Zone
3146,24794,85650,Memory B cell,T cell Zone
3147,23718,85659,unknown,T cell Zone
3148,22456,85642,dendritic cell,T cell Zone
3149,25562,85653,Memory B cell,B cell Zone
3150,23188,85641,dendritic cell,T cell Zone
3151,23513,85643,T-zone reticular cell,T cell Zone
3152,24398,85657,dendritic cell,T cell Zone
3153,24601,85654,CD4 T cell,T cell Zone
3154,24666,85641,macrophage,T cell Zone
3155,23307,85645,CD4 T cell,T cell Zone
3156,23351,85619,dendritic cell,T cell Zone
3157,25523,85642,Memory B cell,B cell Zone
3158,25632,85658,unknown,B cell Zone
3159,24978,85642,unknown,T cell Zone
3160,23635,85654,follicular dendritic cell,T cell Zone
3161,23894,85636,macrophage,T cell Zone
3162,24007,85640,Memory B cell,T cell Zone
3163,24736,85635,Memory B cell,T cell Zone
3164,22904,85633,follicular dendritic cell,T cell Zone
3165,23434,85630,dendritic cell,T cell Zone
3166,22420,85632,CD4 T cell,T cell Zone
3167,22525,85644,unknown,T cell Zone
3168,23801,85626,pericyte,T cell Zone
3169,23671,85627,CD8 T cell,T cell Zone
3170,24914,85605,GC B LZ,T cell Zone
3171,25075,85629,Naive B cell,T cell Zone
3172,25726,85619,Naive B cell,B cell Zone
3173,24511,85611,Memory B cell,T cell Zone
3174,22577,85603,CD4 T cell,T cell Zone
3175,22633,85612,CD4 T cell,T cell Zone
3176,22787,85621,follicular dendritic cell,T cell Zone
3177,22988,85611,CD4 T cell,T cell Zone
3178,25177,85604,CD4 T cell,T cell Zone
3179,25024,85604,unknown,T cell Zone
3180,22844,85592,T-zone reticular cell,T cell Zone
